participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.unique_id,session.code,survey_part_1_cw.1.player.gender,survey_part_1_cw.1.player.age_category,survey_part_1_cw.1.player.personal_experience,survey_part_1_cw.1.player.tool_experience,inflation_calculator.1.player.unique_id,survey_part_2.1.player.att1,survey_part_2.1.player.att2,survey_part_2.1.player.att3,survey_part_2.1.player.att4,survey_part_2.1.player.att5,survey_part_2.1.player.att6,survey_part_2.1.player.att7,survey_part_2.1.player.treat_check,survey_part_2.1.player.att8,survey_part_2.1.player.att9,survey_part_2.1.player.q1,survey_part_2.1.player.q2,survey_part_2.1.player.q3,survey_part_2.1.player.q4,survey_part_2.1.player.q5,survey_part_2.1.player.q6,survey_part_2.1.player.q7,survey_part_2.1.player.q8,survey_part_2.1.player.q9,survey_part_2.1.player.q10,survey_part_2.1.player.q11,survey_part_2.1.player.q12,survey_part_2.1.player.q13,survey_part_2.1.player.q14,survey_part_2.1.player.q15,survey_part_2.1.player.q16,survey_part_2.1.player.q17
survey_part_2,Closing_passed,2022-11-04 09:48:00.287204,1c2be9e1-3ee6-4013-be93-c83082c80e06,7ymv81x6,2.0,5.0,2.0,2.0,1c2be9e1-3ee6-4013-be93-c83082c80e06,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0
survey_part_2,Closing_passed,2022-11-04 09:56:07.777445,7ee46381-929c-409b-b532-37d81adc7a9f,7ymv81x6,1.0,5.0,2.0,2.0,7ee46381-929c-409b-b532-37d81adc7a9f,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 09:57:37.384949,8b632328-c734-42c7-bc13-c6a41f111ff1,7ymv81x6,1.0,6.0,2.0,2.0,8b632328-c734-42c7-bc13-c6a41f111ff1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0
survey_part_2,Closing_passed,2022-11-04 10:00:23.945093,9ef08c25-9235-4bda-899c-3f42b45e2755,7ymv81x6,1.0,1.0,2.0,2.0,9ef08c25-9235-4bda-899c-3f42b45e2755,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0
survey_part_2,Closing_passed,2022-11-04 10:02:35.719856,91fec758-ec58-4380-a5a2-6fa9c55c9e26,7ymv81x6,1.0,3.0,2.0,2.0,91fec758-ec58-4380-a5a2-6fa9c55c9e26,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 10:03:03.477030,e3dcbea8-11df-4c52-bfb6-df99422c1c3b,7ymv81x6,1.0,3.0,1.0,1.0,e3dcbea8-11df-4c52-bfb6-df99422c1c3b,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 10:07:14.936899,e24847e7-098b-4db7-b0d5-a221016a8013,7ymv81x6,2.0,4.0,2.0,2.0,e24847e7-098b-4db7-b0d5-a221016a8013,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 10:13:51.457871,ea7201a9-58c1-4c19-9a82-0804e10bd3f7,7ymv81x6,1.0,1.0,2.0,2.0,ea7201a9-58c1-4c19-9a82-0804e10bd3f7,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0
survey_part_2,Closing_passed,2022-11-04 10:14:23.734207,0442140c-9f3a-463a-8da6-a6a9d8da9089,7ymv81x6,1.0,7.0,2.0,2.0,0442140c-9f3a-463a-8da6-a6a9d8da9089,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0
survey_part_2,Closing_passed,2022-11-04 10:20:37.982830,fd82dfae-b638-4762-bb00-0681bfae96e5,7ymv81x6,2.0,3.0,2.0,2.0,fd82dfae-b638-4762-bb00-0681bfae96e5,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,4.0
