participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.unique_id,session.code,survey_part_1_cw.1.player.gender,survey_part_1_cw.1.player.age_category,survey_part_1_cw.1.player.personal_experience,survey_part_1_cw.1.player.tool_experience,inflation_calculator.1.player.unique_id,survey_part_2.1.player.att1,survey_part_2.1.player.att2,survey_part_2.1.player.att3,survey_part_2.1.player.att4,survey_part_2.1.player.att5,survey_part_2.1.player.att6,survey_part_2.1.player.att7,survey_part_2.1.player.treat_check,survey_part_2.1.player.att8,survey_part_2.1.player.att9,survey_part_2.1.player.q1,survey_part_2.1.player.q2,survey_part_2.1.player.q3,survey_part_2.1.player.q4,survey_part_2.1.player.q5,survey_part_2.1.player.q6,survey_part_2.1.player.q7,survey_part_2.1.player.q8,survey_part_2.1.player.q9,survey_part_2.1.player.q10,survey_part_2.1.player.q11,survey_part_2.1.player.q12,survey_part_2.1.player.q13,survey_part_2.1.player.q14,survey_part_2.1.player.q15,survey_part_2.1.player.q16,survey_part_2.1.player.q17
survey_part_2,Closing_passed,2022-11-03 22:15:47.224720,1055255a-e78b-4c71-9d79-a9d29ddcd59d,7ymv81x6,1.0,2.0,1.0,1.0,1055255a-e78b-4c71-9d79-a9d29ddcd59d,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
survey_part_2,Closing_passed,2022-11-04 08:11:10.121602,61a5a061-61b5-4f44-b07b-73843bfc6d3f,7ymv81x6,3.0,3.0,1.0,1.0,61a5a061-61b5-4f44-b07b-73843bfc6d3f,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 09:38:44.059496,29a77f14-90a4-492a-8985-ec4d06401ddd,7ymv81x6,1.0,2.0,1.0,1.0,29a77f14-90a4-492a-8985-ec4d06401ddd,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
survey_part_2,Closing_passed,2022-11-04 09:48:00.287204,1c2be9e1-3ee6-4013-be93-c83082c80e06,7ymv81x6,2.0,5.0,2.0,2.0,1c2be9e1-3ee6-4013-be93-c83082c80e06,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0
survey_part_2,Closing_passed,2022-11-04 09:55:32.453816,8ce00f43-1157-4358-a54c-070afdbf26b1,7ymv81x6,2.0,2.0,2.0,2.0,8ce00f43-1157-4358-a54c-070afdbf26b1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
survey_part_2,Closing_passed,2022-11-04 09:56:07.777445,7ee46381-929c-409b-b532-37d81adc7a9f,7ymv81x6,1.0,5.0,2.0,2.0,7ee46381-929c-409b-b532-37d81adc7a9f,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
survey_part_2,Closing_passed,2022-11-04 09:56:49.919038,77da53ef-a295-4e96-9f39-b6bea4da3ff1,7ymv81x6,1.0,5.0,2.0,2.0,77da53ef-a295-4e96-9f39-b6bea4da3ff1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0
survey_part_2,Closing_passed,2022-11-04 09:57:37.384949,8b632328-c734-42c7-bc13-c6a41f111ff1,7ymv81x6,1.0,6.0,2.0,2.0,8b632328-c734-42c7-bc13-c6a41f111ff1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0
survey_part_2,Closing_passed,2022-11-04 09:58:20.906927,c2fd0c5b-d6cd-4938-8554-0b47988a7f61,7ymv81x6,4.0,4.0,2.0,2.0,c2fd0c5b-d6cd-4938-8554-0b47988a7f61,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0
survey_part_2,Closing_passed,2022-11-04 09:59:22.502850,f4b04167-c019-4552-92cc-f6d357ba459a,7ymv81x6,2.0,5.0,2.0,2.0,f4b04167-c019-4552-92cc-f6d357ba459a,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0
