player_id,created_at,total_spendings,food,alcohol,restaurants,rent,gas,oil,power,fuel,car,pubTrans,leisure,travel,clothing,teleCom,elecDev,bodyCare,health,tobacco,remainder,identifier,top_cat_1,top_cat_2,top_cat_3,version,persInfl,created_at_ws
403ad11d-c406-4d35-ae8a-b4ec4afcd4f8,2022-11-07 10:16:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,new,0.0,2022-11-07 10:16:04
403ad11d-c406-4d35-ae8a-b4ec4afcd4f8,2022-11-07 10:19:01,850.0,220.0,30.0,15.0,0.0,0.0,120.0,35.0,240.0,15.0,5.0,25.0,0.0,35.0,35.0,20.0,15.0,10.0,30.0,0.0,Submit,Heizöl,Kraftstoffe,Gas,new,24.9,2022-11-07 10:19:02
02c050c4-0751-404b-bc58-c508717c3cf8,2022-11-04 18:33:26,600.0,70.0,20.0,40.0,0.0,0.0,0.0,60.0,130.0,0.0,0.0,100.0,0.0,60.0,40.0,20.0,20.0,30.0,0.0,0.0,decrease_2,Nettokaltmiete,Kraftstoffe,Gas,new,10.9,2022-11-04 18:33:25
02c050c4-0751-404b-bc58-c508717c3cf8,2022-11-04 18:33:28,600.0,70.0,20.0,40.0,0.0,0.0,0.0,60.0,140.0,0.0,0.0,100.0,0.0,60.0,40.0,20.0,20.0,30.0,0.0,0.0,increase_2,Nettokaltmiete,Kraftstoffe,Gas,new,11.1,2022-11-04 18:33:27
02c050c4-0751-404b-bc58-c508717c3cf8,2022-11-04 18:32:46,600.0,70.0,20.0,40.0,0.0,0.0,0.0,60.0,140.0,0.0,0.0,100.0,0.0,60.0,40.0,20.0,20.0,30.0,0.0,0.0,Submit,Nettokaltmiete,Kraftstoffe,Gas,new,11.1,2022-11-04 18:32:45
02c050c4-0751-404b-bc58-c508717c3cf8,2022-11-04 18:29:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,new,0.0,2022-11-04 18:29:27
d763297b-d85a-43a5-9b19-c60840476409,2022-11-04 12:15:20,165.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,30.0,10.0,0.0,5.0,0.0,0.0,0.0,Submit,not defined,not defined,not defined,old,5.6,2022-11-04 12:15:18
d763297b-d85a-43a5-9b19-c60840476409,2022-11-04 12:10:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,old,0.0,2022-11-04 12:10:39
bceaf3b7-b8f5-4d83-978b-54b1cc4ec189,2022-11-05 19:32:15,900.0,100.0,30.0,30.0,300.0,70.0,60.0,40.0,0.0,0.0,10.0,30.0,0.0,10.0,40.0,0.0,10.0,10.0,30.0,0.0,Submit,not defined,not defined,not defined,old,16.4,2022-11-05 19:32:15
bceaf3b7-b8f5-4d83-978b-54b1cc4ec189,2022-11-05 19:30:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,old,0.0,2022-11-05 19:30:51
ebad2554-45e3-409f-9174-8ccedce68048,2022-11-04 14:22:59,150.0,15.0,0.0,25.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Submit,not defined,not defined,not defined,old,12.1,2022-11-04 14:23:00
ebad2554-45e3-409f-9174-8ccedce68048,2022-11-04 14:21:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,old,0.0,2022-11-04 14:21:31
2f323e99-dd82-4b83-961c-6b661dcdf048,2022-11-05 14:23:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,new,0.0,2022-11-05 14:23:36
a4d30b59-643b-44f7-bf15-71bb13c89e53,2022-11-04 12:47:27,800.0,150.0,3.0,28.0,199.0,24.0,0.0,24.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Submit,not defined,not defined,not defined,old,9.5,2022-11-04 12:47:26
a4d30b59-643b-44f7-bf15-71bb13c89e53,2022-11-04 13:01:50,800.0,150.0,3.0,28.0,199.0,24.0,0.0,24.0,0.0,0.0,48.0,22.0,0.0,27.0,3.0,15.0,14.0,30.0,0.0,0.0,Submit,not defined,not defined,not defined,old,9.1,2022-11-04 13:01:48
a4d30b59-643b-44f7-bf15-71bb13c89e53,2022-11-04 12:49:49,800.0,150.0,3.0,28.0,199.0,24.0,0.0,24.0,0.0,0.0,48.0,22.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Submit,not defined,not defined,not defined,old,9.3,2022-11-04 12:49:48
a4d30b59-643b-44f7-bf15-71bb13c89e53,2022-11-04 12:31:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,old,0.0,2022-11-04 12:31:24
679170b7-6846-462b-9376-43678ac8b0d6,2022-11-05 09:53:30,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Submit,Nahrungsmittel,Nettokaltmiete,Gas,new,17.7,2022-11-05 09:53:30
679170b7-6846-462b-9376-43678ac8b0d6,2022-11-05 09:52:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,new,0.0,2022-11-05 09:52:28
f4b04167-c019-4552-92cc-f6d357ba459a,2022-11-04 10:01:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,old,0.0,2022-11-04 10:01:10
f4b04167-c019-4552-92cc-f6d357ba459a,2022-11-04 10:12:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,old,0.0,2022-11-04 10:12:41
f4b04167-c019-4552-92cc-f6d357ba459a,2022-11-04 10:17:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,old,0.0,2022-11-04 10:17:17
f4b04167-c019-4552-92cc-f6d357ba459a,2022-11-04 10:07:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,old,0.0,2022-11-04 10:07:26
9955c6ee-e293-4aa8-a96d-6bbf74063a42,2022-11-04 22:08:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,old,0.0,2022-11-04 22:08:54
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:34:57,2400.0,600.0,0.0,25.0,350.0,140.0,0.0,60.0,200.0,200.0,0.0,200.0,200.0,50.0,50.0,20.0,30.0,30.0,0.0,185.0,decrease_1,Gas,Nahrungsmittel,Heizöl,new,13.6,2022-11-04 19:34:56
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:34:58,2400.0,600.0,0.0,25.0,350.0,100.0,0.0,60.0,200.0,200.0,0.0,200.0,200.0,50.0,50.0,20.0,30.0,30.0,0.0,185.0,decrease_1,Gas,Nahrungsmittel,Heizöl,new,12.7,2022-11-04 19:34:57
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:34:57,2400.0,600.0,0.0,25.0,350.0,130.0,0.0,60.0,200.0,200.0,0.0,200.0,200.0,50.0,50.0,20.0,30.0,30.0,0.0,185.0,decrease_1,Gas,Nahrungsmittel,Heizöl,new,13.4,2022-11-04 19:34:56
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:34:28,2400.0,600.0,0.0,25.0,350.0,200.0,0.0,60.0,200.0,200.0,0.0,200.0,200.0,50.0,50.0,20.0,30.0,30.0,0.0,185.0,Submit,Gas,Nahrungsmittel,Heizöl,new,14.8,2022-11-04 19:34:27
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:34:54,2400.0,600.0,0.0,25.0,350.0,190.0,0.0,60.0,200.0,200.0,0.0,200.0,200.0,50.0,50.0,20.0,30.0,30.0,0.0,185.0,decrease_1,Gas,Nahrungsmittel,Heizöl,new,14.6,2022-11-04 19:34:53
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:34:55,2400.0,600.0,0.0,25.0,350.0,150.0,0.0,60.0,200.0,200.0,0.0,200.0,200.0,50.0,50.0,20.0,30.0,30.0,0.0,185.0,decrease_1,Gas,Nahrungsmittel,Heizöl,new,13.8,2022-11-04 19:34:54
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:34:57,2400.0,600.0,0.0,25.0,350.0,120.0,0.0,60.0,200.0,200.0,0.0,200.0,200.0,50.0,50.0,20.0,30.0,30.0,0.0,185.0,decrease_1,Gas,Nahrungsmittel,Heizöl,new,13.2,2022-11-04 19:34:57
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:31:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,new,0.0,2022-11-04 19:31:30
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:34:58,2400.0,600.0,0.0,25.0,350.0,110.0,0.0,60.0,200.0,200.0,0.0,200.0,200.0,50.0,50.0,20.0,30.0,30.0,0.0,185.0,decrease_1,Gas,Nahrungsmittel,Heizöl,new,12.9,2022-11-04 19:34:57
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:34:55,2400.0,600.0,0.0,25.0,350.0,160.0,0.0,60.0,200.0,200.0,0.0,200.0,200.0,50.0,50.0,20.0,30.0,30.0,0.0,185.0,decrease_1,Gas,Nahrungsmittel,Heizöl,new,14.0,2022-11-04 19:34:54
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:34:54,2400.0,600.0,0.0,25.0,350.0,180.0,0.0,60.0,200.0,200.0,0.0,200.0,200.0,50.0,50.0,20.0,30.0,30.0,0.0,185.0,decrease_1,Gas,Nahrungsmittel,Heizöl,new,14.4,2022-11-04 19:34:54
7e1a2899-9d9f-45ce-b330-20334486f460,2022-11-04 19:34:55,2400.0,600.0,0.0,25.0,350.0,170.0,0.0,60.0,200.0,200.0,0.0,200.0,200.0,50.0,50.0,20.0,30.0,30.0,0.0,185.0,decrease_1,Gas,Nahrungsmittel,Heizöl,new,14.2,2022-11-04 19:34:54
4e05e71a-dea0-4ff5-acb7-88a18c8c8479,2022-11-04 12:23:51,1177.0,400.0,0.0,40.0,0.0,0.0,0.0,100.0,200.0,0.0,20.0,30.0,10.0,40.0,22.0,5.0,10.0,300.0,0.0,0.0,Submit,not defined,not defined,not defined,old,12.5,2022-11-04 12:23:50
4e05e71a-dea0-4ff5-acb7-88a18c8c8479,2022-11-04 12:20:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Begin,undefined,undefined,undefined,old,0.0,2022-11-04 12:20:33
11bd2a0d-dd24-439b-9821-834943300bf7,2022-11-04 10:05:14,3500.0,250.0,0.0,150.0,950.0,125.0,0.0,80.0,0.0,0.0,84.0,100.0,0.0,100.0,50.0,50.0,20.0,50.0,0.0,0.0,Submit,not defined,not defined,not defined,old,8.0,2022-11-04 10:05:14
11bd2a0d-dd24-439b-9821-834943300bf7,2022-11-04 10:05:06,3500.0,250.0,0.0,150.0,950.0,125.0,0.0,80.0,0.0,0.0,84.0,100.0,0.0,100.0,50.0,50.0,20.0,50.0,0.0,0.0,Submit,not defined,not defined,not defined,old,8.0,2022-11-04 10:05:06
